# Step Energy(kJ/mol) AcceptanceRatio R_ee R_g
    3610     0.147577E+23      0.1839      2.8729      1.6280
    3620     0.146965E+23      0.1840      2.6707      1.6220
    3630     0.146962E+23      0.1837      2.6580      1.6259
    3640     0.135857E+23      0.1841      2.5054      1.6354
    3650     0.135857E+23      0.1841      2.5677      1.6304
    3660     0.135857E+23      0.1842      2.5813      1.6397
    3670     0.135849E+23      0.1845      2.8138      1.6422
    3680     0.114429E+23      0.1851      2.8940      1.6598
    3690     0.103437E+23      0.1851      2.6638      1.6631
    3700     0.979323E+22      0.1851      2.9110      1.6763
    3710     0.979321E+22      0.1849      2.9176      1.6759
    3720     0.979229E+22      0.1847      2.7636      1.6769
    3730     0.979229E+22      0.1845      2.9389      1.6645
    3740     0.979222E+22      0.1842      2.9055      1.6696
    3750     0.897130E+22      0.1843      3.1957      1.6710
    3760     0.896702E+22      0.1843      3.0584      1.6788
    3770     0.739109E+22      0.1844      2.7160      1.6822
    3780     0.739091E+22      0.1847      2.6360      1.6852
    3790     0.739091E+22      0.1844      2.6541      1.6834
    3800     0.739028E+22      0.1845      2.9755      1.6748
    3810     0.739028E+22      0.1840      2.9755      1.6748
    3820     0.721215E+22      0.1840      3.0370      1.6675
    3830     0.721215E+22      0.1841      3.0965      1.6637
    3840     0.719277E+22      0.1839      3.3175      1.6752
    3850     0.707215E+22      0.1836      3.2430      1.6742
    3860     0.707165E+22      0.1834      3.1287      1.6745
    3870     0.707142E+22      0.1832      3.1485      1.6754
    3880     0.703368E+22      0.1832      3.2044      1.6845
    3890     0.693642E+22      0.1838      3.4247      1.6893
    3900     0.693321E+22      0.1844      3.7651      1.6850
    3910     0.693321E+22      0.1841      3.8275      1.6947
    3920     0.693321E+22      0.1842      4.0125      1.7060
    3930     0.693321E+22      0.1837      4.0125      1.7060
    3940     0.693321E+22      0.1840      3.8966      1.7311
    3950     0.693194E+22      0.1841      3.8313      1.7351
    3960     0.692385E+22      0.1843      4.0579      1.7633
    3970     0.692385E+22      0.1846      4.0263      1.7502
    3980     0.692385E+22      0.1842      4.0263      1.7502
    3990     0.692382E+22      0.1847      4.3557      1.7811
    4000     0.397784E+22      0.1847      4.4870      1.7886
    4010     0.372134E+22      0.1853      4.5249      1.8014
    4020     0.371425E+22      0.1851      4.5292      1.8019
    4030     0.371425E+22      0.1849      4.5206      1.8023
    4040     0.371425E+22      0.1847      4.5435      1.8058
    4050     0.369644E+22      0.1849      4.6342      1.8123
    4060     0.369644E+22      0.1850      4.9458      1.8268
    4070     0.369642E+22      0.1848      4.9479      1.8294
    4080     0.369642E+22      0.1843      4.9479      1.8294
    4090     0.369642E+22      0.1841      4.9080      1.8308
    4100     0.369642E+22      0.1841      4.8876      1.8321
    4110     0.270013E+22      0.1839      4.5199      1.8094
    4120     0.270013E+22      0.1835      4.5199      1.8094
    4130     0.256065E+22      0.1838      4.3433      1.8078
